order_id,order_date,category,sub_category,region,channel,payment_method,quantity,unit_price,discount_pct,sales,profit,customer_segment
200022,2023-12-17,Electronics,Accessories,North,Online,Card,3,137.88,10.0,372.28,62.65,New
200023,2023-03-06,Home & Kitchen,Decor,South,Online,Card,1,70.15,0.0,70.15,9.7,Returning
200024,2023-03-25,Home & Kitchen,Kitchenware,South,Online,Card,3,44.08,10.0,119.02,32.72,Returning
200025,2023-04-22,Fashion,Women,South,Retail,UPI,2,233.6,0.0,467.2,118.19,VIP
200026,2023-08-09,Electronics,Phones,East,Mobile App,Card,3,84.19,0.0,252.57,27.27,Returning
200027,2022-01-28,Fashion,Kids,North,Online,Card,1,68.32,0.0,68.32,9.16,Returning
200028,2022-09-27,Home & Kitchen,Furniture,West,Online,COD,1,342.16,25.0,256.62,21.03,New
200029,2022-04-01,Fashion,Kids,North,Retail,COD,1,43.42,20.0,34.74,3.91,Returning
200030,2022-02-11,Fashion,Women,South,Online,COD,3,317.72,20.0,762.53,225.93,Returning
200031,2022-08-23,Home & Kitchen,Furniture,North,Marketplace,Netbanking,3,68.46,15.0,174.57,29.57,New
200032,2023-01-16,Fashion,Kids,South,Online,UPI,1,100.9,15.0,85.77,8.85,Returning
200033,2023-02-25,Fashion,Women,West,Mobile App,Card,2,41.23,0.0,82.46,25.24,Returning
200034,2022-10-26,Electronics,Laptops,South,Mobile App,UPI,1,221.08,5.0,210.03,41.32,Returning
200035,2022-05-08,Home & Kitchen,Furniture,South,Online,UPI,3,238.74,10.0,644.6,32.66,Returning
200036,2023-03-14,Electronics,Audio,South,Online,Card,2,194.63,25.0,291.94,30.41,Returning
200037,2023-09-06,Fashion,Men,North,Retail,Card,2,241.53,20.0,386.45,24.24,Returning
200038,2022-08-09,Electronics,Audio,East,Online,Card,2,304.09,20.0,486.54,83.3,New
200039,2023-02-20,Health,Personal Care,North,Mobile App,Card,1,170.29,25.0,127.72,8.01,VIP
200040,2023-07-19,Health,Personal Care,North,Online,COD,3,69.21,15.0,176.49,21.99,New
200041,2023-08-09,Home & Kitchen,Kitchenware,East,Retail,Netbanking,1,181.18,0.0,181.18,51.59,Returning
200042,2023-08-21,Sports,Fitness,North,Online,Netbanking,1,121.3,20.0,97.04,0.97,New
200043,2022-02-22,Fashion,Women,East,Retail,COD,1,43.21,5.0,41.05,15.22,Returning
200044,2023-08-28,Fashion,Women,South,Online,UPI,1,54.38,0.0,54.38,21.66,VIP
200045,2022-11-08,Sports,Fitness,West,Online,COD,3,259.5,0.0,778.5,156.3,New
200046,2023-07-29,Fashion,Men,West,Mobile App,UPI,1,132.74,25.0,99.56,6.47,Returning
200047,2023-11-24,Sports,Outdoor,East,Marketplace,UPI,1,51.71,5.0,49.12,8.81,New
200048,2022-07-04,Electronics,Accessories,South,Online,UPI,1,195.81,0.0,195.81,50.26,New
200049,2022-08-19,Health,Supplements,South,Online,UPI,2,51.41,10.0,92.54,14.03,New
200050,2022-10-24,Fashion,Kids,South,Online,Card,1,202.16,10.0,181.94,11.67,Returning
200051,2022-06-23,Fashion,Women,East,Online,Card,1,46.72,10.0,42.05,11.23,Returning
200052,2023-02-13,Sports,Outdoor,North,Online,Card,2,34.26,20.0,54.82,10.75,New
200053,2022-03-21,Fashion,Men,South,Online,COD,3,49.45,0.0,148.35,18.13,Returning
200054,2022-11-03,Sports,Outdoor,West,Retail,Card,1,81.39,25.0,61.04,1.23,Returning
200055,2022-11-25,Electronics,Laptops,North,Retail,UPI,3,77.22,0.0,231.66,23.95,New
200056,2022-09-29,Home & Kitchen,Kitchenware,West,Retail,Card,2,91.67,10.0,165.01,35.8,Returning
200057,2023-06-22,Home & Kitchen,Decor,South,Mobile App,Card,3,26.5,20.0,63.6,5.11,VIP
200058,2022-04-14,Fashion,Men,North,Marketplace,Card,3,65.41,25.0,147.17,1.47,Returning
200059,2022-01-22,Fashion,Kids,West,Retail,COD,1,44.71,20.0,35.77,4.43,Returning
200060,2022-07-09,Fashion,Men,East,Online,Netbanking,1,25.58,15.0,21.74,6.29,New
200061,2022-01-19,Fashion,Men,West,Online,Netbanking,2,62.97,0.0,125.94,36.48,Returning
200062,2023-10-12,Home & Kitchen,Kitchenware,East,Retail,COD,1,115.57,5.0,109.79,17.42,Returning
200063,2023-02-21,Electronics,Audio,North,Mobile App,COD,1,64.6,20.0,51.68,13.08,New
200064,2022-08-15,Home & Kitchen,Decor,South,Online,COD,1,77.08,25.0,57.81,0.58,New
200065,2023-07-28,Electronics,Audio,West,Mobile App,COD,1,87.44,0.0,87.44,19.07,Returning
200066,2023-07-03,Health,Personal Care,West,Mobile App,UPI,1,42.56,20.0,34.05,0.34,New
200067,2023-09-03,Fashion,Kids,South,Mobile App,Card,3,97.05,15.0,247.48,45.14,Returning
200068,2022-08-30,Sports,Fitness,West,Online,COD,1,80.13,0.0,80.13,18.97,Returning
200069,2022-01-16,Electronics,Laptops,East,Mobile App,Card,1,301.84,15.0,256.56,27.52,Returning
200070,2022-12-09,Fashion,Kids,South,Online,Netbanking,1,86.25,0.0,86.25,13.86,New
200071,2022-01-29,Electronics,Phones,East,Online,UPI,2,168.14,0.0,336.28,48.63,Returning
200072,2023-08-23,Sports,Fitness,North,Online,UPI,1,154.45,25.0,115.84,5.66,Returning
200073,2023-01-07,Home & Kitchen,Decor,South,Retail,COD,2,79.34,10.0,142.81,1.43,Returning
200074,2022-07-23,Sports,Outdoor,North,Online,Card,2,32.41,0.0,64.82,18.05,New
200075,2023-03-28,Sports,Fitness,East,Mobile App,Card,1,39.37,0.0,39.37,10.27,New
200076,2022-03-01,Electronics,Phones,North,Retail,Card,1,154.3,25.0,115.73,3.19,Returning
200077,2022-12-17,Home & Kitchen,Decor,North,Retail,COD,3,63.29,5.0,180.38,39.27,New
200078,2022-07-16,Fashion,Kids,East,Mobile App,COD,1,27.79,0.0,27.79,3.66,Returning
200079,2022-04-21,Fashion,Women,South,Online,Card,1,53.53,20.0,42.82,6.31,Returning
200080,2022-03-06,Electronics,Laptops,South,Online,COD,2,238.72,10.0,429.7,32.77,New
200081,2023-03-21,Fashion,Men,South,Retail,Card,1,86.06,20.0,68.85,5.61,Returning
200082,2023-11-08,Electronics,Audio,East,Marketplace,Card,1,99.82,5.0,94.83,8.22,VIP
200083,2023-01-13,Fashion,Kids,East,Retail,Netbanking,1,60.78,5.0,57.74,11.48,New
200084,2023-02-01,Electronics,Accessories,North,Marketplace,UPI,1,132.35,0.0,132.35,26.19,VIP
200085,2022-03-27,Electronics,Audio,North,Retail,UPI,1,82.37,25.0,61.78,0.62,New
200086,2023-05-14,Health,Personal Care,South,Mobile App,Card,1,46.22,25.0,34.66,1.43,Returning
200087,2023-12-06,Sports,Fitness,North,Retail,Card,3,28.87,10.0,77.95,12.57,VIP
200088,2023-04-07,Sports,Outdoor,North,Online,COD,1,237.85,20.0,190.28,4.17,New
200089,2023-12-07,Electronics,Accessories,North,Online,COD,1,300.04,10.0,270.04,40.92,Returning
200090,2022-02-25,Home & Kitchen,Decor,North,Online,COD,1,309.72,0.0,309.72,96.37,New
200091,2023-12-05,Electronics,Phones,South,Mobile App,UPI,1,348.66,0.0,348.66,76.55,VIP
200092,2022-02-09,Fashion,Men,West,Marketplace,UPI,1,194.84,25.0,146.13,13.14,Returning
200093,2023-12-31,Fashion,Kids,East,Marketplace,UPI,3,40.81,0.0,122.43,39.39,New
200094,2022-05-07,Health,Supplements,South,Mobile App,Card,1,157.68,20.0,126.14,18.03,Returning
200095,2023-06-09,Home & Kitchen,Decor,South,Online,COD,1,25.61,15.0,21.77,2.57,New
200096,2023-02-28,Health,Supplements,East,Online,Card,1,104.54,0.0,104.54,34.57,New
200097,2022-07-22,Fashion,Men,East,Online,Card,1,366.68,20.0,293.34,45.16,New
200098,2023-12-02,Health,Supplements,South,Online,Card,3,52.38,20.0,125.71,12.32,Returning
200099,2022-12-22,Electronics,Laptops,North,Online,Card,1,75.92,0.0,75.92,24.41,New
200100,2022-11-28,Home & Kitchen,Kitchenware,North,Retail,Card,1,505.86,15.0,429.98,4.3,New
200101,2022-12-17,Fashion,Kids,North,Online,Card,3,27.17,20.0,65.21,7.51,New
200102,2022-02-05,Sports,Outdoor,South,Mobile App,UPI,1,58.79,25.0,44.09,8.44,New
200103,2022-05-12,Fashion,Men,West,Mobile App,Netbanking,3,172.06,10.0,464.56,70.35,Returning
200104,2022-01-14,Fashion,Women,North,Marketplace,Card,1,208.55,20.0,166.84,13.61,Returning
200105,2023-08-24,Electronics,Audio,North,Online,COD,2,223.42,15.0,379.81,57.89,Returning
200106,2023-10-10,Fashion,Women,North,Retail,Netbanking,2,81.34,20.0,130.14,1.3,New
200107,2023-06-03,Home & Kitchen,Kitchenware,North,Online,Card,1,121.46,20.0,97.17,11.09,VIP
200108,2023-10-01,Electronics,Phones,West,Online,Card,1,114.97,0.0,114.97,34.33,Returning
200109,2023-11-25,Fashion,Kids,South,Retail,Card,1,111.84,0.0,111.84,40.27,Returning
200110,2022-12-19,Fashion,Kids,North,Mobile App,Netbanking,1,135.88,25.0,101.91,1.02,Returning
200111,2023-08-15,Electronics,Laptops,East,Marketplace,Netbanking,1,179.07,0.0,179.07,44.06,Returning
200112,2022-05-23,Fashion,Men,West,Online,COD,2,253.84,10.0,456.91,73.15,Returning
200113,2023-06-05,Electronics,Laptops,North,Online,COD,1,151.25,0.0,151.25,21.4,Returning
200114,2022-02-10,Fashion,Women,South,Online,Netbanking,1,113.35,5.0,107.68,2.46,Returning
200115,2023-08-11,Home & Kitchen,Kitchenware,East,Marketplace,Card,1,36.92,0.0,36.92,8.58,New
200116,2022-11-26,Fashion,Men,West,Online,COD,2,90.73,10.0,163.31,19.72,Returning
200117,2023-10-14,Health,Supplements,West,Online,Card,1,77.0,5.0,73.15,17.01,New
200118,2022-10-12,Fashion,Women,South,Mobile App,COD,1,35.53,15.0,30.2,0.3,Returning
200119,2023-12-19,Home & Kitchen,Furniture,West,Online,UPI,1,60.16,5.0,57.15,11.16,Returning
200120,2023-04-12,Sports,Outdoor,South,Marketplace,Netbanking,1,47.45,20.0,37.96,4.41,New
200121,2022-03-13,Fashion,Women,South,Retail,Card,1,76.35,20.0,61.08,12.72,New
200122,2022-01-30,Fashion,Women,North,Retail,Card,2,132.28,5.0,251.33,76.07,New
200123,2023-11-13,Electronics,Audio,South,Mobile App,Card,3,339.68,0.0,1019.04,410.44,Returning
200124,2023-02-06,Electronics,Phones,South,Mobile App,Card,1,71.51,0.0,71.51,10.17,New
200125,2022-06-29,Health,Personal Care,North,Retail,Netbanking,2,108.11,10.0,194.6,18.87,Returning
200126,2022-08-19,Sports,Fitness,North,Marketplace,Card,1,50.67,10.0,45.6,8.74,New
200127,2022-04-11,Electronics,Phones,West,Retail,UPI,1,96.98,15.0,82.43,18.07,Returning
200128,2023-12-12,Fashion,Men,East,Online,Card,1,27.88,20.0,22.3,4.26,New
200129,2023-10-11,Fashion,Men,East,Marketplace,Netbanking,1,51.82,0.0,51.82,12.73,Returning
200130,2023-01-07,Sports,Fitness,South,Retail,Card,1,322.93,15.0,274.49,24.48,Returning
200131,2022-09-03,Electronics,Phones,North,Marketplace,Netbanking,1,220.5,10.0,198.45,38.39,VIP
200132,2023-11-17,Electronics,Laptops,South,Online,Card,1,121.54,15.0,103.31,14.92,New
200133,2023-12-16,Home & Kitchen,Decor,South,Online,UPI,3,143.39,25.0,322.63,30.08,Returning
200134,2023-05-18,Electronics,Laptops,East,Online,UPI,1,499.23,0.0,499.23,192.97,Returning
200135,2023-05-23,Sports,Outdoor,East,Retail,COD,1,86.45,0.0,86.45,20.85,New
200136,2023-09-28,Fashion,Men,South,Online,Netbanking,3,165.02,15.0,420.8,79.07,New
200137,2022-12-29,Health,Personal Care,West,Online,Card,2,73.15,15.0,124.36,28.36,Returning
200138,2022-12-20,Sports,Fitness,West,Mobile App,Card,1,59.2,5.0,56.24,0.86,Returning
200139,2023-06-10,Sports,Outdoor,North,Online,COD,3,136.84,5.0,389.99,45.99,Returning
200140,2022-09-11,Electronics,Phones,North,Online,Card,1,117.4,5.0,111.53,22.92,New
200141,2023-02-28,Fashion,Women,East,Marketplace,UPI,1,68.64,20.0,54.91,6.99,Returning
200142,2023-09-05,Fashion,Men,South,Marketplace,Card,1,99.56,20.0,79.65,8.63,Returning
200143,2023-07-06,Health,Supplements,North,Retail,Card,1,87.77,25.0,65.83,10.53,New
200144,2022-10-21,Sports,Fitness,West,Online,Netbanking,1,149.79,5.0,142.3,8.98,New
200145,2023-10-27,Electronics,Audio,South,Retail,Card,1,89.89,5.0,85.4,18.28,New
200146,2023-04-22,Fashion,Women,West,Online,Netbanking,3,106.75,25.0,240.19,30.67,Returning
200147,2023-08-08,Fashion,Men,West,Online,Card,1,58.04,20.0,46.43,11.46,Returning
200148,2023-04-09,Home & Kitchen,Decor,West,Marketplace,Card,2,69.76,0.0,139.52,29.85,New
200149,2022-01-14,Health,Personal Care,North,Mobile App,UPI,2,141.04,15.0,239.77,46.84,New
200150,2022-05-11,Home & Kitchen,Kitchenware,South,Marketplace,UPI,1,27.94,0.0,27.94,5.54,New
200151,2023-02-14,Fashion,Kids,West,Online,Card,2,98.78,5.0,187.68,20.84,Returning
200152,2023-10-25,Health,Supplements,South,Online,UPI,1,83.79,0.0,83.79,15.9,New
200153,2023-12-10,Electronics,Accessories,North,Online,UPI,1,155.81,20.0,124.65,1.25,Returning
200154,2023-10-16,Electronics,Laptops,East,Marketplace,COD,1,167.87,10.0,151.08,25.68,Returning
200155,2022-12-22,Electronics,Phones,West,Online,UPI,1,288.22,15.0,244.99,15.4,New
200156,2022-08-27,Fashion,Men,East,Retail,UPI,3,40.93,0.0,122.79,23.34,New
200157,2022-11-07,Fashion,Women,South,Retail,Card,1,30.93,0.0,30.93,5.8,Returning
200158,2023-09-28,Health,Personal Care,East,Online,COD,3,137.38,15.0,350.32,3.5,Returning
200159,2023-08-12,Fashion,Men,North,Online,COD,1,83.93,5.0,79.73,13.42,VIP
200160,2023-12-09,Fashion,Men,West,Mobile App,Card,2,86.01,5.0,163.42,29.38,New
200161,2023-10-19,Electronics,Laptops,West,Online,Card,1,60.09,0.0,60.09,18.13,New
200162,2023-03-22,Health,Personal Care,South,Online,UPI,1,117.88,20.0,94.3,9.43,Returning
200163,2023-07-19,Electronics,Accessories,West,Online,UPI,1,66.62,10.0,59.96,14.7,New
200164,2023-03-22,Fashion,Kids,West,Retail,Netbanking,3,240.77,0.0,722.31,140.49,Returning
200165,2023-12-10,Fashion,Kids,West,Mobile App,Card,3,116.1,15.0,296.05,48.44,Returning
200166,2023-09-13,Electronics,Phones,West,Retail,COD,1,274.29,10.0,246.86,70.91,New
200167,2023-11-10,Sports,Outdoor,West,Online,Netbanking,2,25.38,15.0,43.15,6.08,New
200168,2023-02-25,Sports,Fitness,East,Marketplace,UPI,1,91.79,25.0,68.84,1.08,New
200169,2022-08-22,Health,Supplements,South,Online,UPI,3,64.56,0.0,193.68,39.69,New
200170,2023-04-30,Fashion,Kids,South,Online,UPI,1,97.21,15.0,82.63,17.8,New
200171,2022-08-24,Fashion,Kids,North,Online,Netbanking,2,182.53,0.0,365.06,99.0,Returning
200172,2023-11-17,Electronics,Audio,South,Retail,Netbanking,2,279.28,0.0,558.56,128.6,Returning
200173,2022-07-03,Sports,Fitness,East,Online,UPI,1,101.9,0.0,101.9,40.12,Returning
200174,2023-11-27,Home & Kitchen,Furniture,East,Online,Netbanking,1,120.27,5.0,114.26,26.86,Returning
200175,2023-11-14,Electronics,Phones,South,Online,UPI,3,179.8,0.0,539.4,142.49,New
200176,2023-06-06,Home & Kitchen,Furniture,East,Mobile App,UPI,1,35.64,20.0,28.51,0.29,Returning
200177,2023-04-18,Sports,Fitness,West,Mobile App,UPI,3,47.94,20.0,115.06,3.69,New
200178,2023-03-01,Health,Supplements,North,Retail,Card,2,325.83,5.0,619.08,146.02,New
200179,2022-06-30,Home & Kitchen,Furniture,East,Online,UPI,3,171.96,15.0,438.5,10.56,VIP
200180,2022-03-19,Fashion,Women,South,Online,COD,2,26.68,0.0,53.36,14.54,New
200181,2023-09-26,Sports,Outdoor,East,Retail,Card,1,263.37,20.0,210.7,17.83,New
200182,2023-02-12,Home & Kitchen,Decor,South,Retail,Card,1,457.36,10.0,411.62,62.79,New
200183,2022-07-09,Fashion,Kids,North,Online,UPI,3,208.59,15.0,531.9,5.32,Returning
200184,2023-02-10,Sports,Fitness,East,Online,COD,2,286.36,20.0,458.18,70.99,Returning
200185,2023-09-28,Electronics,Audio,West,Marketplace,Card,1,123.71,5.0,117.52,14.26,New
200186,2022-09-07,Sports,Outdoor,South,Online,COD,1,281.8,25.0,211.35,2.11,New
200187,2022-11-12,Fashion,Women,North,Retail,Card,1,378.88,5.0,359.94,6.61,Returning
200188,2023-11-07,Home & Kitchen,Decor,North,Retail,Card,1,182.74,0.0,182.74,35.67,Returning
200189,2022-04-22,Fashion,Kids,North,Online,Card,3,286.94,10.0,774.74,157.62,VIP
200190,2022-08-01,Sports,Fitness,North,Online,UPI,2,92.57,25.0,138.85,18.12,New
200191,2022-05-17,Sports,Outdoor,South,Online,Card,3,38.0,20.0,91.2,5.5,Returning
200192,2023-09-09,Fashion,Men,South,Online,Netbanking,2,250.95,5.0,476.8,52.77,Returning
200193,2023-11-06,Fashion,Kids,North,Mobile App,Card,1,56.92,15.0,48.38,3.12,Returning
200194,2022-08-27,Electronics,Phones,West,Online,COD,3,129.88,10.0,350.68,3.51,Returning
200195,2023-05-24,Fashion,Women,South,Online,UPI,1,109.9,0.0,109.9,31.41,Returning
200196,2022-12-21,Home & Kitchen,Kitchenware,East,Online,Card,2,34.2,15.0,58.14,4.44,Returning
200197,2023-01-04,Fashion,Kids,North,Marketplace,Card,1,501.92,20.0,401.54,35.27,New
200198,2022-03-20,Electronics,Accessories,West,Retail,UPI,1,522.06,0.0,522.06,44.28,New
200199,2022-10-09,Sports,Outdoor,South,Mobile App,Netbanking,1,89.04,5.0,84.59,15.78,Returning
200200,2022-08-05,Home & Kitchen,Decor,North,Online,Card,2,28.7,0.0,57.4,9.25,Returning
200201,2022-04-10,Home & Kitchen,Furniture,West,Online,UPI,2,51.21,15.0,87.06,9.82,Returning
200202,2023-02-16,Sports,Fitness,East,Online,Card,1,48.7,15.0,41.4,7.74,New
200203,2023-11-30,Home & Kitchen,Furniture,South,Online,UPI,1,34.24,15.0,29.1,7.1,New
200204,2022-06-11,Health,Supplements,South,Mobile App,COD,1,193.59,0.0,193.59,52.0,New
200205,2022-09-24,Health,Personal Care,East,Mobile App,Netbanking,1,40.36,10.0,36.32,1.74,Returning
200206,2022-08-01,Fashion,Kids,East,Online,UPI,2,154.85,25.0,232.27,24.87,Returning
200207,2022-03-04,Electronics,Laptops,West,Retail,Netbanking,3,125.99,20.0,302.38,3.02,New
200208,2023-03-04,Electronics,Laptops,West,Online,COD,2,73.84,5.0,140.3,16.23,VIP
200209,2022-06-24,Home & Kitchen,Decor,West,Mobile App,Card,1,40.24,10.0,36.22,5.45,Returning
200210,2022-01-13,Home & Kitchen,Kitchenware,South,Mobile App,Card,1,124.83,0.0,124.83,26.54,VIP
200211,2023-11-13,Home & Kitchen,Decor,East,Retail,Netbanking,3,198.93,0.0,596.79,191.16,Returning
200212,2023-03-02,Sports,Outdoor,North,Retail,Card,2,97.25,5.0,184.77,31.08,New
200213,2022-08-01,Fashion,Men,North,Mobile App,Card,1,154.34,5.0,146.62,15.87,New
200214,2022-11-18,Health,Personal Care,South,Marketplace,Card,3,234.07,0.0,702.21,111.64,Returning
200215,2022-06-24,Fashion,Kids,South,Online,UPI,3,304.33,0.0,912.99,133.16,Returning
200216,2022-08-12,Electronics,Phones,East,Marketplace,Card,1,138.01,5.0,131.11,17.35,VIP
200217,2022-07-08,Fashion,Women,East,Online,UPI,3,100.35,0.0,301.05,53.97,Returning
200218,2023-09-13,Electronics,Phones,North,Online,Card,1,91.51,5.0,86.93,5.05,Returning
200219,2023-02-25,Fashion,Men,West,Retail,Card,1,287.0,0.0,287.0,99.32,Returning
200220,2022-04-01,Sports,Fitness,West,Online,Card,3,155.64,5.0,443.57,25.98,Returning
200221,2023-01-30,Sports,Outdoor,East,Retail,Card,1,275.93,0.0,275.93,107.43,New
200222,2022-11-14,Sports,Outdoor,North,Online,Card,1,45.71,25.0,34.28,3.43,Returning
200223,2023-03-23,Fashion,Men,East,Online,Card,1,81.05,0.0,81.05,16.4,New
200224,2022-06-17,Home & Kitchen,Decor,East,Online,Netbanking,1,227.75,15.0,193.59,35.07,New
200225,2023-08-16,Fashion,Men,West,Online,UPI,3,60.88,25.0,136.98,10.4,New
200226,2023-09-19,Fashion,Women,West,Online,UPI,1,166.63,15.0,141.64,4.18,New
200227,2022-09-18,Home & Kitchen,Decor,South,Mobile App,COD,1,66.32,0.0,66.32,4.99,Returning
200228,2022-07-19,Sports,Outdoor,North,Online,Card,1,72.37,25.0,54.28,7.11,New
200229,2022-01-13,Fashion,Men,West,Marketplace,Card,1,144.9,10.0,130.41,23.07,New
200230,2022-06-26,Health,Personal Care,North,Online,Card,3,356.63,15.0,909.41,30.13,New
200231,2023-03-14,Sports,Outdoor,South,Online,Netbanking,1,55.31,25.0,41.48,9.22,Returning
200232,2022-07-06,Health,Supplements,West,Online,UPI,1,254.53,10.0,229.08,49.33,New
200233,2022-03-04,Fashion,Men,North,Marketplace,Card,1,197.58,10.0,177.82,34.69,Returning
200234,2022-11-17,Health,Supplements,South,Online,Card,2,165.87,20.0,265.39,41.02,Returning
200235,2022-02-14,Health,Personal Care,North,Retail,Netbanking,3,45.5,0.0,136.5,37.04,New
200236,2023-06-07,Fashion,Kids,South,Online,Card,3,172.97,20.0,415.13,44.43,VIP
200237,2022-10-25,Electronics,Audio,North,Marketplace,Netbanking,3,390.92,0.0,1172.76,415.88,New
200238,2023-02-21,Fashion,Kids,North,Mobile App,Card,3,482.02,20.0,1156.85,163.5,New
200239,2023-02-28,Home & Kitchen,Furniture,North,Marketplace,Card,2,71.18,20.0,113.89,15.83,Returning
200240,2022-06-28,Sports,Fitness,East,Online,Card,3,221.3,25.0,497.93,57.28,New
200241,2023-09-30,Sports,Fitness,East,Online,COD,1,91.19,0.0,91.19,24.31,New
200242,2022-09-17,Home & Kitchen,Kitchenware,South,Mobile App,Card,1,129.08,5.0,122.63,22.97,New
200243,2023-09-10,Home & Kitchen,Furniture,South,Marketplace,Card,1,50.48,5.0,47.96,9.48,Returning
200244,2022-09-08,Electronics,Audio,North,Retail,Netbanking,1,83.72,25.0,62.79,6.1,New
200245,2022-02-06,Fashion,Kids,North,Online,Card,3,58.77,10.0,158.68,45.86,New
200246,2022-10-29,Electronics,Phones,North,Marketplace,Netbanking,1,113.75,15.0,96.69,7.15,New
200247,2023-08-15,Sports,Fitness,West,Online,Card,2,77.32,0.0,154.64,26.52,Returning
200248,2022-09-29,Fashion,Women,South,Online,UPI,1,211.18,10.0,190.06,41.91,Returning
200249,2022-09-01,Home & Kitchen,Kitchenware,West,Marketplace,COD,1,256.88,25.0,192.66,36.76,New
200250,2022-06-21,Fashion,Men,East,Online,UPI,3,127.71,5.0,363.97,99.51,Returning
200251,2022-10-04,Electronics,Phones,North,Mobile App,Card,1,169.94,0.0,169.94,61.22,Returning
200252,2023-10-25,Home & Kitchen,Furniture,East,Retail,Card,1,52.09,10.0,46.88,5.33,New
200253,2023-02-21,Sports,Fitness,East,Online,UPI,2,119.27,0.0,238.54,45.64,New
200254,2022-05-14,Home & Kitchen,Kitchenware,West,Retail,Card,1,486.91,10.0,438.22,17.97,Returning
200255,2022-06-23,Home & Kitchen,Furniture,South,Mobile App,Card,1,81.82,0.0,81.82,25.13,Returning
200256,2022-11-30,Fashion,Men,North,Online,UPI,2,423.5,0.0,847.0,165.62,New
200257,2022-08-13,Sports,Outdoor,East,Marketplace,Card,1,25.98,5.0,24.68,5.78,Returning
200258,2023-08-04,Electronics,Laptops,East,Online,Card,3,107.46,10.0,290.14,28.0,Returning
200259,2022-08-31,Electronics,Accessories,South,Retail,Card,1,186.64,0.0,186.64,45.88,New
200260,2023-04-16,Fashion,Men,West,Mobile App,Netbanking,1,45.13,0.0,45.13,15.39,Returning
200261,2022-03-12,Electronics,Audio,North,Marketplace,UPI,1,154.41,25.0,115.81,22.5,New
200262,2023-02-28,Fashion,Women,West,Online,Card,2,101.41,0.0,202.82,21.82,VIP
200263,2022-10-15,Electronics,Laptops,North,Online,Netbanking,3,79.77,15.0,203.41,50.15,New
200264,2022-03-19,Fashion,Kids,North,Mobile App,Card,1,50.81,10.0,45.73,4.82,VIP
200265,2023-03-26,Electronics,Laptops,East,Online,Card,1,173.43,10.0,156.09,22.6,New
200266,2022-08-16,Fashion,Women,South,Mobile App,UPI,3,440.04,10.0,1188.11,310.69,Returning
200267,2022-12-26,Health,Personal Care,West,Online,Card,1,72.43,0.0,72.43,14.35,Returning
200268,2023-08-24,Electronics,Laptops,East,Online,UPI,1,90.41,5.0,85.89,21.64,New
200269,2023-10-07,Fashion,Kids,West,Marketplace,Netbanking,2,275.58,5.0,523.6,54.74,Returning
200270,2023-01-30,Electronics,Laptops,South,Online,Card,1,113.55,20.0,90.84,14.05,New
200271,2023-04-24,Health,Personal Care,South,Retail,UPI,2,183.53,0.0,367.06,93.58,New
200272,2022-07-19,Fashion,Men,South,Online,COD,1,161.21,25.0,120.91,22.21,Returning
